soz_id,sozum,atara,anlami,anahtar,turu2,gosterim_tarihi
156,adam olacak çocuk bokundan belli olur, adam olacak çocuk bokundan belli olur olmak,bir kimsenin yeni başladığı işte usta olup olamayacağı ilk davranışlarından anlaşılır.,olmak,Atasözü,
157,adam olana bir söz yeter, adam olana bir söz yeter olmak yetmek,anlayışlı olan kimse için bir şeyin bir kez söylenmesi yeterli olur.,"olmak, yetmek",Atasözü,
158,adam olana çok bile, adam olana çok bile adam,"layık olmadığı, hak etmediği hâlde kişinin beklentisi daha fazla olduğu durumlarda kullanılan bir söz.",adam,Deyim,
159,adam sen de!, adam sen de! adam,bir işin önemsenmediğini anlatmak için söylenen bir söz.,adam,Deyim,
160,adam sırasına geçmek (girmek), adam sırasına geçmek girmek adam,"daha önce toplumda önemli bir yeri veya özel bir değeri yokken artık kendisine önem ve değer verilmek:<i> 'Bize yol aç, erkân göster; yollar aç bize de, biz de adam sırasına girelim.' -</i>K. Korcan.",adam,Deyim,
161,adama benzemek (dönmek), adama benzemek dönmek adam,"1) giyim kuşamıyla, davranışlarıyla insana yakışır bir biçim almak:<i> 'Bak gördün mü, isteyince adama dönüyorsun.' -</i>E. Işınsu. 2) beğenilir duruma gelmek:<i> Şimdiki belediye başkanı sayesinde şehir adama benzedi.</i>",adam,Deyim,
162,"adamak kolay, ödemek zordur", adamak kolay ödemek zordur ,söz vermek kolaydır ancak o sözü yerine getirmek zordur.,,Atasözü,
163,adamakla mal tükenmez, adamakla mal tükenmez tükenmek,"yardım sözle değil, gerçekten fedakârlık yapılarak gerçekleştirilir.",tükenmek,Atasözü,
164,adamın adı çıkacağına canı çıksın, adamın adı çıkacağına canı çıksın çıkmak,insanın haklı veya haksız yere adı bir defalık kötüye çıktı mı ondan sonra yaptıkları hep o gözle değerlendirilir.,çıkmak,Atasözü,
165,adamın iyisi işbaşında (alışverişte) belli olur, adamın iyisi işbaşında alışverişte belli olur olmak,bir kişinin iyi ve becerikli olduğu yaptığı işlerden anlaşılır.,olmak,Atasözü,
166,adamın (kimsenin) adı çıkmadansa canı çıkması (yeğdir), adamın kimsenin adı çıkmadansa canı çıkması yeğdir çıkmak,insanın haklı veya haksız yere adı bir defalık kötüye çıktı mı ondan sonra yaptıkları hep o gözle değerlendirilir.,çıkmak,Atasözü,
167,"adamın kötüsü olmaz, meğer züğürt ola", adamın kötüsü olmaz meğer züğürt ola olmak,toplum içinde herkesin bir değeri vardır ancak züğürtlere değer verilmez.,olmak,Atasözü,
168,"adamın yere bakanından, suyun yavaş akanından kork", adamın yere bakanından suyun yavaş akanından kork bakmak akmak korkmak,duygu ve düşüncelerini açığa vurmayan sessiz insan yavaş akan derin su gibi tehlikelidir.,"bakmak, akmak, korkmak",Atasözü,
169,adamına göre, adamına göre adam,1) kişiler arasında ayrıcalık gözeterek; 2) herkesin yeteneğine uygun olarak.,adam,Deyim,
170,adamlık sende kalsın,adamlık sende kalsın kalmak,"1) karşı taraf iyilik bilmese de sen yine iyilik et; 2) bu işi nasıl olsa sana yaptıracaklar, bari kendiliğinden yap da onurunu koru.",kalmak,Atasözü,
171,aday göstermek, aday göstermek aday,"bir iş veya bir görev için birini aday olarak belirlemek, namzet göstermek:<i> 'Siyasi parti grupları Başkanlık için aday gösteremezler.' -</i>Anayasa.",aday,Deyim,
172,adaylığını koymak, adaylığını koymak adaylık,bir iş veya göreve seçilmek için kendini ileri sürmek:<i> 'Bankacılardan birkaçının kurgularıyla belediye başkanlığına adaylığını koymuştu.' -</i>M. Ş. Esendal.,adaylık,Deyim,
173,âdembaba gibi, âdembaba gibi âdembaba,"parasız pulsuz, perişan, zavallı.",âdembaba,Deyim,
174,âdembabaya dönmek, âdembabaya dönmek âdembaba,malını mülkünü kaybetmek.,âdembaba,Deyim,
175,âdet görmek, âdet görmek âdet,kadın aybaşı olmak.,âdet,Deyim,
176,âdet olduğu üzere, âdet olduğu üzere âdet,alışıldığı gibi.,âdet,Deyim,
177,âdet yerini bulsun diye, âdet yerini bulsun diye âdet,"'gerekli görüldüğü için değil, yalnız alışılmış olduğu için' anlamında kullanılan bir söz.",âdet,Deyim,
178,adı batmak, adı batmak adI,"sevilmeyen bir şey veya kimse unutulmak, adı anılmaz olmak, artık sözü edilmemek.",ad(I),Deyim,
179,adı bile okunmamak, adı bile okunmamak adI,birine veya bir şeye hiç önem verilmemek.,ad(I),Deyim,
180,adı (bile) olmamak, adı bile olmamak adI,değeri olmamak:<i> Bir baş soğanın da adı mı olurmuş?</i>,ad(I),Deyim,
181,adı çıkmak, adı çıkmak adI,"1) kötü bir ün kazanmak:<i> Onun adı çıkmış yoksa fena adam değil.</i> 2) hakkı olmayan bir ün kazanmak:<i> O berberin adı çıkmış, aslında iyi tıraş edemiyor.</i>",ad(I),Deyim,
182,"adı çıkmış dokuza, inmez sekize", adı çıkmış dokuza inmez sekize adI,"'birinin bir kere adı çıktıktan sonra onun hakkındaki yaygın inanç artık kolay kolay düzelemez' anlamında kullanılan bir söz:<i> 'Artık o yana bir daha gelme, adın çıktı dokuza, inmez sekize, demedim miydi?' -</i>B. Günel.",ad(I),Deyim,
183,adı deliye çıkmak, adı deliye çıkmak adI,deli olmadığı hâlde deli olarak tanınmak:<i> 'Böyle bir şey yazmaya kalkarsam adım deliye çıkacak.' -</i>R. N. Güntekin.,ad(I),Deyim,
184,adı geçmek, adı geçmek adI,"anılmak, söz konusu olmak, ismi geçmek:<i> 'Necip Fazıl, adı geçen iki şiirden birer bölüm okudu.' -</i>A. Kabaklı.",ad(I),Deyim,
185,adı gibi bilmek, adı gibi bilmek adI,çok iyi bilmek.,ad(I),Deyim,
186,adı kaldırılmak, adı kaldırılmak adI,"anılmaz olmak, silinip gitmek:<i> 'Saatlerce adı dünya yüzünden kaldırılmaya çalışılan Türklüğün talihini düşünürdüm.' -</i>Ö. Seyfettin.",ad(I),Deyim,
187,adı kalmak, adı kalmak adI,"bir kimse veya bir şey öldükten, ortadan çekildikten sonra dillerde yalnız adı dolaşmak.",ad(I),Deyim,
188,adı kötüye çıkmak, adı kötüye çıkmak adI,ünü kötü olarak yayılmak.,ad(I),Deyim,
189,adı olmak, adı olmak adI,"gereksiz, yersiz ünü olmak.",ad(I),Deyim,
190,adı sanı olmak, adı sanı olmak adı sanı,"bilinmek, tanınmak, ünlü olmak:<i> 'Osman Efendi'nin adı sanı vardı.' -</i>İ. H. Baltacıoğlu.",adı sanı,Deyim,
191,adı var, adı var adI,"1) beklenilen, istenilen özelliklere sahip olmayan; 2) tercih edilecek özelliklere sahip.",ad(I),Deyim,
192,adım (adımını) atmak, adım adımını atmak adım,1) yürümek için ayağını öne doğru uzatıp basmak:<i> 'Yıllar var ki bu eve tek bir ziyaretçi bile adım atmamıştı.' -</i>E. Şafak. 2)<i> mec.</i> bir işe ilk kez girişmek.,adım,Deyim,
193,adımını attırmamak, adımını attırmamak adım,1) rahat davranmasını engellemek amacıyla sürekli olarak denetim altında bulundurmak; 2) bir yere girmesine engel olmak.,adım,Deyim,
194,adımını geri atmak, adımını geri atmak adım,başladığı bir işten geri dönmek.,adım,Deyim,
195,adımlarını açmak, adımlarını açmak adım,yürürken hızlanmak.,adım,Deyim,
196,adımlarını seyrekleştirmek, adımlarını seyrekleştirmek adım,hızlı yürürken yavaşlamak.,adım,Deyim,
197,adımlarını sıklaştırmak, adımlarını sıklaştırmak adım,"daha küçük ve çabuk adımlar atarak hızlı yürümek, ivmek, acele etmek:<i> 'İnsan böyle bir kokuya sokakta maruz kalsa adımlarını sıklaştırır, arabadaysa camları kapatır.' -</i>E. Şafak.",adım,Deyim,
198,adını ağzına almamak, adını ağzına almamak adI,"dargınlık, kırgınlık, kızgınlık vb. sebeple bir kimseden söz etmemek:<i> 'Seniha'nın adını asla ağzıma almıyordum.' -</i>R. N. Güntekin.",ad(I),Deyim,
199,adını bağışlamak, adını bağışlamak adI,<i> hlk.</i> kendi adını başka bir kimseye söylemek:<i> Adınızı bağışlar mısınız?</i>,ad(I),Deyim,
200,adını çıkarmak, adını çıkarmak adI,"kişi hakkında kötü bir niyetle asılsız söylentiler yaymak:<i> 'Kadın durmadan vır vır eder, yakınır diye adımızı çıkarmışlar.' -</i>A. Erhat.",ad(I),Deyim,
201,adını koymak, adını koymak adI,karşılığını veya fiyatını kararlaştırmak:<i> Bu evi alabilmemiz için adını koyalım.</i>,ad(I),Deyim,
202,adını ...-ye çıkarmak, adını ...-ye çıkarmak adI,bir kişinin sahip olmadığı niteliklerle tanınmasına yol açmak:<i> Adını deliye çıkardılar.</i>,ad(I),Deyim,
203,"adres bırakmak (göstermek, vermek)", adres bırakmak göstermek vermek adres,"arandığında bulunabileceği, oturduğu yeri bildirmek:<i> 'Kendisi, soracak olurlarsa Hayrettin Ağa'nın adresini vermesini söyledi.' -</i>M. Yesari.",adres,Deyim,
204,aferin almak, aferin almak aferin,değerli görülüp beğenilmek.,aferin,Deyim,
205,affa uğramak, affa uğramak af,bağışlanmak.,af,Deyim,
206,affetmişsin, affetmişsin affetmek,"'hiç de öyle değil, yanılıyorsun' anlamında kullanılan bir söz:<i> 'Yakın tarihe ait tefrikaların ezelî okuyucusu Başefendi, affetmişsin sen onu, dedi.' -</i>H. Taner.",affetmek,Deyim,
207,affını dilemek (istemek), affını dilemek istemek af,bir iş veya görevi yerine getiremeyeceğini nezaketle bildirmek.,af,Deyim,
208,affınıza sığınarak, affınıza sığınarak af,'hoşgörünüze güvenerek' anlamında kullanılan bir nezaket sözü:<i> 'Affınıza sığınarak malumatınızı da madamdan aldım.' -</i>A. Ümit.,af,Deyim,
209,"afi kesmek (satmak, yapmak)", afi kesmek satmak yapmak afi,"birine karşı gösteriş yapmak:<i> 'Yanındaki kıza afi yapmak için onun önüne, dilenciye sadaka verir gibi bahşiş fırlatan bir züppeyi, bıraksalar öldürecekti.' -</i>H. Taner.",afi,Deyim,
210,afiş yutmak, afiş yutmak afiş,"yalana dolana kanmak:<i> Geç baba, geç, artık afiş yutmuyoruz.</i>",afiş,Deyim,
211,afişte kalmak, afişte kalmak afiş,<i> tiy.</i> oyun ilgi görerek günlerce oynanmak:<i> Oyunun afişte kalması için başarıyla oynanması gerekir.</i>,afiş,Deyim,
212,afiyet (afiyet şeker) olsun, afiyet afiyet şeker olsun afiyet,"'yarasın, ağız tadıyla yensin'' anlamında kullanılan bir iyi dilek sözü.",afiyet,Deyim,
213,afiyet bulmak, afiyet bulmak afiyet,"iyileşmek, sağlığını kazanmak.",afiyet,Deyim,
214,afiyet üzere olmak, afiyet üzere olmak afiyet,"sağlıklı, rahat yaşıyor olmak.",afiyet,Deyim,
215,aforoz etmek, aforoz etmek aforoz,"1) kilise birliğinden çıkarmak:<i> 'Aforoz edilmiş, kiliseden kovulmuş.' -</i>N. F. Kısakürek. 2)<i> mec.</i> darılıp biriyle konuşmamak, ilgiyi kesip kendinden uzaklaştırmak, toplum dışılamak:<i> 'Siz kendi milletiniz için bunun yarısını söyleyin, milletin çoğunluğu sizi hemen aforoz eder.' -</i>H. Taner.",aforoz,Deyim,
216,afura tafura gelmemek, afura tafura gelmemek afur tafur,1) çalım satmadan hoşlanmamak; 2) böyle bir davranışa karşı tepki göstermek.,afur tafur,Deyim,
217,afyon çekmek, afyon çekmek afyon,keyif için afyon yutmak.,afyon,Deyim,
218,afyon yutmak, afyon yutmak afyon,1) uyuşturucu olarak afyon kullanmak; 2)<i> mec.</i> gerçeği göremeyecek kadar kendinde olmamak.,afyon,Deyim,
219,afyonu başına vurmak, afyonu başına vurmak afyon,"aşırı davranışlarda bulunacak kadar öfkelenmek, ne yaptığını bilememek.",afyon,Deyim,
220,afyonu patlamak, afyonu patlamak afyon,"ayılmak, kendine gelmek.",afyon,Deyim,
221,Agop'un kazı gibi bakmak, Agop un kazı gibi bakmak ,aptal aptal bakmak.,,Deyim,
222,"ağa borç eder, uşak harç", ağa borç eder uşak harç ağa etmek,"ağa para sıkıntısı içinde olup borç etse de uşak, bunu anlamaz ve bol harcamayı sürdürür.","ağa, etmek",Atasözü,
223,ağaca balta vurmuşlar 'sapı bedenimden' demiş, ağaca balta vurmuşlar sapı bedenimden demiş ağaç vurmak demek,insana en yakını bile kötülük edebilir.,"ağaç, vurmak, demek",Atasözü,
224,ağaca çıkan keçinin dala bakan oğlağı olur, ağaca çıkan keçinin dala bakan oğlağı olur ağaç çıkmak bakmak oğlak olmak,çocuklar ana ve babalarından öğrendiklerini yapmaya özenirler.,"ağaç, çıkmak, bakmak, oğlak, olmak",Atasözü,
225,ağaca çıksa pabucu yerde kalmaz, ağaca çıksa pabucu yerde kalmaz ağaç çıkmak pabuç kalmak,davranışlarına engel olacak hiçbir takıntısı yok.,"ağaç, çıkmak, pabuç, kalmak",Atasözü,
226,"ağaca dayanma kurur, adama (insana) dayanma ölür", ağaca dayanma kurur adama insana dayanma ölür ağaç dayanmak kurumak ölmek,"insan yapacağı işte başkalarına değil, kendine güvenmelidir.","ağaç, dayanmak, kurumak, ölmek",Atasözü,
227,"ağacı kurt, insanı dert yer", ağacı kurt insanı dert yer ağaç yemek,kurt ağacı nasıl içten içe kemirirse dert de insanı içten içe yer bitirir.,"ağaç, yemek",Atasözü,
228,ağacın kurdu içinde olur, ağacın kurdu içinde olur ağaç kurt olmak,bir topluluğu çökertecek olan şey yine kendi içinden çıkar.,"ağaç, kurt, olmak",Atasözü,
229,"ağacın meyvesi olunca, başını aşağı salar", ağacın meyvesi olunca başını aşağı salar ağaç olmak salmak,"yararlı eserler veren, bilgi ve erdemle donanmış kimse alçak gönüllü olur.","ağaç, olmak, salmak",Atasözü,
230,ağaç kökünden yıkılır, ağaç kökünden yıkılır yıkılmak,"bir düzen, ayrıntıların değişmesiyle değil temelin bozulmasıyla yıkılır.",yıkılmak,Atasözü,
231,ağaç ne kadar uzasa göğe ermez, ağaç ne kadar uzasa göğe ermez uzamak gök ermek,insan ne kadar yükselirse yükselsin bir yerde durur.,"uzamak, gök, ermek",Atasözü,
232,ağaç olmak, ağaç olmak ağaç,"<i> argo</i> bir yerde ayakta durarak çokça beklemek:<i> Neredesin yahu, seni bekleye bekleye ağaç olduk.</i>",ağaç,Deyim,
233,"ağaç ucuna yel değer, güzel kişiye söz değer", ağaç ucuna yel değer güzel kişiye söz değer değmek,"güzel insanlar her yerde ilgi çekerler, her zaman onların sözü kabul edilir.",değmek,Atasözü,
234,ağaç yaprağıyla gürler (güzeldir), ağaç yaprağıyla gürler güzeldir yaprak gürlemek,"insan önemli işleri akrabası, yakınları, yandaşlarından güç alarak daha kolay yapar.","yaprak, gürlemek",Atasözü,
235,ağaç yaş (fidan) iken eğilir, ağaç yaş fidan iken eğilir eğilmek,insanlar küçük yaşta kolay eğitilir.,eğilmek,Atasözü,
236,"ağaç yeşert meyve getirsin, oğlan büyüt ekmek getirsin", ağaç yeşert meyve getirsin oğlan büyüt ekmek getirsin yeşertmek getirmek büyütmek,"erkek evlat meyve veren ağaç gibidir, günü gelince evin geçim yükünü hafifletir.","yeşertmek, getirmek, büyütmek",Atasözü,
237,"ağaçtan maşa, abdaldan paşa olmaz", ağaçtan maşa abdaldan paşa olmaz olmak,"yeteneksiz, beceriksiz kimse önemli işlerde kullanılamaz.",olmak,Atasözü,
238,ağaçtan maşa olmaz, ağaçtan maşa olmaz olmak,"yeteneksiz, beceriksiz kimse önemli işlerde kullanılamaz.",olmak,Atasözü,
239,"ağalık (beylik) vermekle, yiğitlik vurmakla", ağalık beylik vermekle yiğitlik vurmakla ,"sözü geçer bir adam olmak istersen herkese yardımda bulunacaksın, yiğit adam olmak için de savaşta da barışta da vurucu, kırıcı olacaksın.",,Atasözü,
240,ağanın alnı terlemezse ırgadın burnu kanamaz, ağanın alnı terlemezse ırgadın burnu kanamaz alın terlemek ırgat burun kanamak,işveren işçisi ile birlikte çalışmazsa işçi işe var gücüyle sarılmaz.,"alın, terlemek, ırgat, burun, kanamak",Atasözü,
241,ağanın eli tutulmaz, ağanın eli tutulmaz tutulmak,zengin olarak düşünülen kişiden anılmaya değer bir bağış beklenir.,tutulmak,Atasözü,
242,ağanın gözü ata tımardır, ağanın gözü ata tımardır ,iş sahipleri denetimlerini sürekli yaparlarsa işler yolunda gider.,,Atasözü,
243,ağanın gözü öküzü (ineği) semiz eder, ağanın gözü öküzü ineği semiz eder etmek,"ana babalar çocuklarına, mal sahipleri de mallarına iyi bakarlarsa iyi sonuçlar alınır.",etmek,Atasözü,
244,"ağanın gözü, yiğidin sözü", ağanın gözü yiğidin sözü yiğit,"çalışanlarını gereği gibi yöneten ve çalıştıran kişi iyi bir yöneticidir, sözünün eri olan kimse de yiğittir.",yiğit,Atasözü,
245,"ağanın malı çıkar, uşağın canı", ağanın malı çıkar uşağın canı çıkmak uşak,"bir afeti önlemek için işveren malını, işçi de canını feda eder.","çıkmak, uşak",Atasözü,
246,"ağaran baş, ağlayan göz gizlenmez", ağaran baş ağlayan göz gizlenmez ağarmak ağlamak gizlenmek,belirtileri meydanda olan yaşlılık ve izleri ortada duran üzüntü ne yapılsa gizlenemez.,"ağarmak, ağlamak, gizlenmek",Atasözü,
247,ağası güçlü olanın kulu asi olur, ağası güçlü olanın kulu asi olur olmak,"dişli birine dayanan, güvenen kişi herkese kafa tutar, kabadayıca davranır.",olmak,Atasözü,
248,"ağası güçlü olanın, kulu suçlu olur", ağası güçlü olanın kulu suçlu olur olmak,kuvvetli kimselerin suçları yanındakilere yüklenir.,olmak,Atasözü,
249,ağası yiğit olanın etbaı sarhoş gezer, ağası yiğit olanın etbaı sarhoş gezer olmak gezmek,"dişli birine dayanan, güvenen kişi herkese kafa tutar, kabadayıca davranır.","olmak, gezmek",Atasözü,
250,ağı gibi, ağı gibi ağı,"1) acı veren, çok etkileyen; 2) çok sert, keskin.",ağı,Deyim,
251,ağılda oğlak doğsa ovada otu biter, ağılda oğlak doğsa ovada otu biter doğmak bitmek,Tanrı her yarattığının rızkını verir.,"doğmak, bitmek",Atasözü,
252,ağına düşürmek, ağına düşürmek ağI,tuzağına düşürmek.,ağ(I),Deyim,
253,"ağır ağır demeli, çabuk çabuk yemeli", ağır ağır demeli çabuk çabuk yemeli demek yemek,"yemeği çabuk yemelisin, dediğinin anlaşılabilmesi için de sözleri tane tane ve yavaş yavaş söylemelisin.","demek, yemek",Atasözü,
